Sample;CLUSTER;IWS_R1-R2;IWS_V12-R1;MOYDAY_R1-R2;MOYRG_V7-V12;MOYRG_VE-V7;NBDMAX1_R2-R6;NBDMIN1_R1-R2;NBDMIN1_R2-R6;NBDMIN1_V12-R1;NBDMIN1_V7-V12;SUMH2O_R1-R2;SUMH2O_R2-R6;SUMH2O_S-VE;SUMH2O_V7-V12;SUMH2O_VE-V7;SUMRG_R1-R2;SUMRG_R2-R6;SUMRG_V12-R1
198;2;0,7546;0,2647;13,3846;27,979;20,5427;1;0;0;0;3;57,1;47,3;0;3,1;89,9;285,5333;661,6879;354,4682
199;2;1;0,503;13,3333;23,4068;16,5435;0;0;10;0;1;1;41,7;7,6;21,9;136,7;334,9066;750,6284;401,6149
200;2;0,9091;0,0632;14,2667;20,1802;18,8122;2;0;1;0;3;17,8;14,8;19,3;31,5;88,6;341,4208;780,5596;398,5736
201;2;0,8528;0,0516;14;22,6374;23,4567;0;0;0;0;0;22,9;14,8;33,9;55;28,3;263,2036;774,0029;345,7321
202;2;0,7242;0,9617;13,8235;15,9963;20,9846;0;2;0;1;1;34,2;64,8;4,8;6,2;40,1;371,7824;388,1452;512,2649
203;2;0,3465;1;13,7059;18,7533;22,116;0;0;0;1;3;96,5;150,4;16;24,2;17,6;324,3409;431,4193;565,529
204;2;0,8987;0,3714;13,9375;21,1897;21,2669;0;0;0;0;1;29,1;130,1;7;3,8;45,3;315,095;396,54;516,8027
205;2;0,7312;0,0134;13,4211;28,1532;15,9897;0;3;13;1;3;18,7;20,9;6,7;0;180,7;385,6954;457,3559;421,1312
206;2;0,6999;1;13,8;18,2611;20,226;1;0;0;2;1;34,5;99,3;0,1;3,8;28,4;344,5096;429,6625;515,263
207;2;1;1;13,8125;19,2086;16,2743;0;0;0;2;1;4,1;62,8;41,1;0,9;94,5;353,9574;403,5521;505,9102
208;2;0,9917;0,5222;12,9524;21,8445;16,714;0;3;23;1;1;15,4;37,4;33,5;0;11,8;302,7103;418,8751;328,6145
209;2;0,7838;0,6319;12,9091;27,0788;19,864;0;7;32;5;2;38,6;62,4;3,7;0;53,3;316,8058;444,4877;337,3808
210;2;0,9086;0,0407;14,1333;16,9677;19,2435;3;0;0;1;6;8,1;45,7;16,9;14,8;94,8;356,2841;446,3611;447,4278
211;2;0,8105;0,4432;12,6;24,149;17,2907;0;0;4;1;0;49,3;38,2;6,1;3,3;71,9;353,4178;386,5338;407,4275
212;2;0,6865;0,0004;14,1875;17,2319;18,0838;1;0;0;0;7;22,4;33,7;19,3;17,7;118,5;368,357;414,9533;395,37
213;2;0,848;0,0627;13,5263;27,7181;15,9897;0;2;13;2;3;18;13,9;6,7;11,7;180,7;380,92;413,1079;444,3152
214;2;0,9581;0,8254;13,8125;24,0483;17,5287;1;1;2;0;6;18,3;70,1;10,6;0;102,2;327,2684;422,5198;404,9309
215;2;0,9929;0,4627;12,9524;23,2078;17,1369;0;0;6;1;0;14,2;16,3;11,6;14,9;96,9;325,6902;380,3112;493,3559
216;2;0,7579;0,0455;13,0476;24,5178;15,8554;0;2;7;3;3;25,5;5,4;19,1;15,3;101;361,4929;406,8029;507,677
217;2;0,7028;1;13,7333;20,9811;20,226;0;0;0;2;1;35,3;98,5;0,1;3,8;28,4;326,1845;381,6212;478,9627
218;2;0,9651;0,4773;13,6667;23,9898;20,927;0;0;10;10;7;28,3;68,3;37,9;8,8;194,3;356,4083;424,3871;418,1623
219;2;0,8493;0,0564;13,8125;21,5352;21,826;1;0;0;10;6;17,3;16,5;0,1;39,9;215,4;374,6642;413,5583;512,9608
220;2;0,9583;0,6102;13,7333;15,0792;17,8957;1;0;3;6;5;24,6;52,7;2,7;17,6;56,1;343,3212;400,9234;537,7097
221;2;1;0,4288;13,875;14,0064;19,6935;2;1;2;7;6;4,1;22,8;4,1;33,4;120,2;373,2584;398,4001;512,248
222;2;0,9774;0,3716;13,8125;16,8763;18,5049;3;2;0;8;3;15,7;17,1;2,3;19,9;23,4;383,8136;397,048;482,0591
223;2;0,9832;0,6765;13,6875;14,3847;18,3567;3;0;2;7;4;16,5;34,9;14,3;19,3;86,9;372,3311;402,3742;511,241
224;2;0,7805;0,8505;14,2;17,8148;21,1977;1;0;2;3;4;56,8;32,5;7,9;1,9;51,9;342,6998;401,3212;438,5394
225;2;0,8921;1;13,625;21,6638;16,2743;0;0;0;1;2;28,1;41,8;41,1;0,9;94,5;333,6588;363,533;470,3994
226;2;0,9498;0,0768;14;17,6978;19,2435;3;0;0;1;6;8,1;45,7;16,9;14,8;94,8;375,5282;412,6738;446,4198
227;2;0,9431;0,2584;13,5294;21,3368;17,3272;0;1;6;0;3;23,4;24,9;9,6;0,1;210;354,7627;426,9452;427,7441
228;2;0,7937;0,5301;12,5789;23,9048;17,2907;0;0;4;1;0;49,3;38,2;6,1;3,3;71,9;333,0846;401,229;393,1844
229;2;0,7899;0,0249;14;18,586;18,0838;1;0;0;0;7;22,4;33,7;19,3;17,7;118,5;342,5105;412,5931;393,3832
230;2;0,962;0,9172;13,75;24,6231;17,5287;1;1;2;0;6;15,5;91,3;10,6;0;102,2;356,706;385,484;369,6743
231;2;0,8166;0,0075;14,1765;17,5291;20,0329;6;2;0;7;0;7;64,5;0;53,9;150,6;401,3222;402,6913;463,5925
232;2;0,984;0,5848;14,4706;19,467;20,545;6;0;0;5;0;17,5;42,2;1,9;4;41;380,8832;377,4478;412,8361
233;2;0,9607;0,5607;13,4667;22,2137;20,927;0;0;12;10;7;30,7;66;37,9;22,3;194,3;326,7785;435,4974;454,3009
234;2;0,9069;0,1136;13,6875;21,3846;21,826;1;0;0;8;8;18,3;22,7;0,1;40,2;215,4;357,8746;397,6268;505,557
235;2;1;0,5192;13,8;14,227;19,6935;2;1;2;7;6;4,3;22,6;4,1;33,4;120,2;328,9424;431,1702;536,3564
236;2;0,9761;0,4616;13,8;16,6155;18,5049;3;0;0;8;5;15,7;17,1;2,3;22,6;23,4;353,4862;401,4396;492,1474
237;2;0,7137;0,8519;14,0714;18,2214;21,1977;1;0;2;1;6;56,6;32,5;7,9;1,9;51,9;324,2999;401,2841;434,9761
238;2;0,5031;0,7107;14,4;15,4845;24,1889;0;0;0;4;4;7;11,8;11,2;24,2;24,5;330,1092;400,8697;375,3194
239;2;0,9649;0,3201;13,4118;21,7177;17,3272;0;1;8;0;3;7,8;34,8;9,6;0,9;210;374,17;449,7937;411,1672
240;2;0,9089;0,0374;14,0588;17,3626;20,0329;6;2;0;6;1;7;74,9;0;55,3;150,6;397,4342;459,2884;489,4996
241;2;0,9847;0,6843;14,375;19,2152;20,545;6;0;0;5;0;16,7;44,6;1,9;4,1;41;372,1439;393,561;440,4715
242;2;0,9285;0,1919;13,625;21,4149;21,826;1;0;3;7;9;17,8;43,7;0,1;49,9;215,4;347,0004;442,3486;496,2794
243;2;0,843;0,014;13,2857;24,5223;20,237;0;0;0;0;0;8,4;26,8;0,5;112,9;91,5;369,0058;576,837;430,8527
244;2;0,9568;0,4416;13;26,5447;19,7947;0;0;0;0;1;23,1;24,2;3,2;44,4;120,2;385,7987;585,652;403,4437
245;2;0,9774;0,3754;13,8;24,0032;20,901;0;0;9;10;7;15,1;81,5;69;7,1;163,2;359,4888;459,3992;442,9303
246;2;0,711;0,0205;13;27,5377;19,4655;0;0;2;0;0;18,6;37,2;26,7;0,1;102,2;325,6358;652,1378;426,9427
247;2;0,9569;0,4292;12,5455;25,6819;19,2358;0;0;7;2;0;27,7;92,6;0,3;2,7;84,3;357,7684;574,6338;408,9816
248;2;0,8154;0,4838;13,5556;24,5978;18,852;0;0;15;2;2;50;134;14,8;0;128,7;314,8754;653,6254;338,7611
249;2;0,961;0,2536;12,7778;26,7716;18,5698;0;0;15;3;1;31;31,3;13,2;12,7;97,9;289,6272;671,6646;416,6892
250;2;0,8204;0,0646;12,65;27,6568;19,4655;0;0;4;0;0;28,6;29,9;26,7;0,4;102,2;304,7828;644,1199;392,6444
251;2;0,9539;0,5634;12,4545;24,4936;19,2358;0;1;14;0;2;33,1;107,6;0,3;3,1;84,3;357,242;570,9845;381,2695
252;2;0,9612;0,2965;13,7333;25,2456;20,5623;0;0;2;5;0;23,5;50,5;19;41,6;85,9;298,6452;646,245;392,7863
253;2;0,7761;0,0442;14,0556;26,3318;21,6549;0;1;2;1;0;19,2;33,3;0,9;3,2;137,9;412,2245;685,075;396,2632
254;2;0,9666;0,2875;14,1667;24,1501;18,7408;1;2;0;3;0;23,8;103,8;63;65;54,4;311,6606;606,0215;394,4066
255;2;0,961;0,2536;12,7778;26,7716;18,5698;0;0;15;3;1;31;31,3;13,2;12,7;97,9;289,6272;671,6646;416,6892
256;2;0,8204;0,0646;12,65;27,6568;19,4655;0;0;4;0;0;28,6;29,9;26,7;0,4;102,2;304,7828;644,1199;392,6444
257;2;0,9539;0,5634;12,4545;24,4936;19,2358;0;1;14;0;2;33,1;107,6;0,3;3,1;84,3;357,242;570,9845;381,2695
258;2;0,9612;0,2965;13,7333;25,2456;20,5623;0;0;2;5;0;23,5;50,5;19;41,6;85,9;298,6452;646,245;392,7863
259;2;0,7761;0,0442;14,0556;26,3318;21,6549;0;1;2;1;0;19,2;33,3;0,9;3,2;137,9;412,2245;685,075;396,2632
260;2;0,9666;0,2875;14,1667;24,1501;18,7408;1;2;0;3;0;23,8;103,8;63;65;54,4;311,6606;606,0215;394,4066
261;2;0,792;0,1351;13,8333;22,0811;16,3595;0;6;5;5;1;35;67,6;1;34,8;106,4;359,851;656,9442;421,0261
262;2;0,8285;0,1573;13,8125;24,9425;21,4978;0;2;6;8;0;37,9;77,7;62,3;64;38,1;367,9196;624,4052;436,671
263;2;0,9727;0,4177;13,6875;25,173;20,5623;0;0;5;5;0;15;66,6;19;41,6;85,9;319,6944;659,9207;377,7926
264;2;0,8716;0,1099;14,1111;26,6411;21,6549;0;1;2;1;0;6,9;29,8;0,9;3,2;137,9;418,1681;702,544;397,2373
265;2;0,967;0,4167;14,2353;22,4129;18,7408;0;1;1;4;0;25;116,8;63;65,3;54,4;311,62;642,6216;416,0822
266;2;0,9499;0,1701;13,2941;24,5807;22,6759;0;2;28;4;2;32,5;38,2;176,3;22,3;222,9;331,0196;839,1413;426,8722
267;2;0,9972;0,2393;13,5882;23,2866;22,8467;0;1;1;2;0;4,7;31,9;0,9;30,5;139,1;362,2608;754,5686;443,0012
268;2;0,6642;0;12,9474;24,5269;22,6213;0;0;4;0;0;21,4;24,2;44,4;101,3;112,3;441,0133;496,0314;495,3107
269;2;0,8124;0,0085;12,9333;22,9429;17,905;5;0;5;0;2;19,4;250,1;33,9;84,7;128,3;329,193;796,288;369,9688
270;2;1;0,368;13,75;27,3905;21,4206;0;0;17;9;1;6,3;50,4;23,9;0;86,7;343,5768;700,7227;477,5645
271;2;0,9973;0,4932;14;23,2786;17,4954;1;1;3;1;3;7;36,2;2,6;19,5;127,3;326,8858;680,9695;467,595
272;2;0,6318;0,9684;13,5455;20,3746;17,298;0;0;2;1;1;79,6;96,5;22,2;3,9;101,1;316,04;446,7265;367,9614
273;2;0,9032;0,7768;13,3636;18,6508;18,3054;0;0;11;0;0;36,3;239,8;33,8;12,1;99,2;323,0521;414,6851;370,5577
274;2;0,9687;0,3606;12,2381;21,2863;21,389;0;6;19;5;2;28,2;32,7;20,2;1,3;60,3;317,5747;437,1692;336,4124
275;2;0,8669;0,9503;13,3333;16,6104;19,9827;0;0;2;1;1;50,6;41,5;22;3,4;133,7;353,2792;430,6723;325,0458
276;2;0,7065;0,9263;13,2727;16,4175;18,7637;0;0;5;1;2;53,5;43,9;14,7;1,7;111,4;338,9616;452,6716;317,1514
277;2;0,9601;0,2595;13,6875;25,9119;18,3369;0;1;3;8;2;25;39,9;48,2;0;157;312,9134;381,7948;459,6926
278;2;0,7781;0,0384;12,8;27,6901;19,4655;0;0;2;0;0;24,8;16,6;26,7;0,1;102,2;305,6461;449,3999;407,2172
279;2;0,5535;0,1921;13,2353;26,838;19,5497;0;0;5;5;1;56,8;33;24,4;1,3;88,3;264,4538;412,0301;406,2618
280;2;0,6216;0,5881;12,95;24,7065;19,878;0;0;4;2;1;26,3;8,2;10,2;0,3;86,3;322,9715;429,2791;344,9945
281;2;0,9833;0,4531;12,1818;19,1809;21,389;0;10;15;4;3;20,6;30,5;20,2;1,8;60,3;349,0175;370,8882;340,4534
282;2;0,9579;0,5161;12,4545;25,7657;19,1807;0;0;4;1;1;28,4;30,1;0,3;3,1;84,3;362,8469;408,9996;367,9715
283;2;0,8212;0,0828;12,6667;26,7821;17,305;0;3;13;3;0;25;11,3;19,1;2,1;86,8;314,834;439,3796;411,349
284;2;0,8263;0,9516;13,4286;15,0477;19,9827;0;0;2;1;1;49,9;35,3;22;9,2;133,7;338,8043;373,9702;351,95
285;2;1;0,4197;13,75;27,033;20,7092;0;0;2;9;2;6,3;41,7;22,7;0,1;95,1;343,5768;390,0128;477,5645
286;2;0,8676;0,0379;13,6471;26,0642;18,107;0;0;1;4;1;15,4;45,1;62,3;23,2;131;335,6294;398,8231;387,7171
287;2;0,7725;0,5592;13,4737;23,8466;18,5829;0;1;4;1;3;61,5;59;18,2;0,3;131,1;334,7456;394,5539;314,7782
288;2;0,8646;0,7393;13,4;24,2521;19,5413;0;0;2;3;2;33;22,7;39,5;1,5;171,6;348,6913;387,617;368,8009
289;2;0,6202;0,9361;13,1364;14,3599;18,7637;0;0;6;0;3;50,3;41,5;14,7;9,4;111,4;337,5731;389,736;335,2201
290;2;0,9463;0,1795;13,4211;22,5587;20,3746;0;1;9;2;3;42,4;38,4;22,6;5,4;120,1;333,8194;448,7526;339,7277
291;2;0,959;0,3401;13,625;26,0021;18,3369;0;1;3;8;2;25;40;48,2;0;157;299,3256;398,569;434,0077
292;2;0,852;0,0818;12,65;27,6568;19,4655;0;0;2;0;0;28,6;12,2;26,7;0,4;102,2;304,7828;446,022;392,6444
293;2;0,9875;0,7818;13,125;25,5336;18,3339;1;1;3;0;1;15,1;21,8;14,5;8,3;91,2;339,7154;405,374;424,4386
294;2;0,9647;0,3076;13,1;24,9194;18,4091;0;2;14;5;1;31,9;10,5;39,9;22,4;52;348,7874;459,5119;428,9051
295;2;0,5449;0,2577;13,1667;25,8223;19,5497;0;0;8;4;2;66,2;24,4;24,4;1,6;88,3;281,1622;427,1195;384,278
296;2;0,7574;0,5372;12,65;23,7725;19,878;0;0;4;1;2;29,2;5;10,2;0,9;86,3;298,4742;432,756;362,4422
297;2;0,9833;0,5899;12,0455;20,412;21,389;0;11;14;5;4;20,3;46,7;20,2;2,3;60,3;345,6047;349,3692;337,8226
298;2;0,9799;0,14;13,5625;22,3669;18,1969;0;2;0;3;3;3,4;41,6;104,8;18,6;119;337,0806;383,7758;417,2623
299;2;0,9617;0,3355;13,7333;25,2456;20,5623;0;0;0;5;0;23,5;32,5;20,4;41,6;85,9;298,6452;396,8694;392,7863
300;2;0,9936;0,5203;13,6875;27,3082;20,7092;0;0;3;9;2;13,8;35,3;22,7;0,1;95,1;332,473;421,1294;447,385
301;2;0,9416;0,1117;13,625;25,9144;18,107;0;0;1;4;1;22;42,5;62,3;23,2;131;294,6539;415,2661;389,3285
302;2;0,8588;0,7458;13,2;21,0419;19,5413;0;0;3;2;3;34,2;27,2;39,5;7,8;171,6;327,0593;389,8886;367,1773
303;2;1;0,9836;14,0588;25,3542;21,2861;0;0;0;5;0;14,3;58,8;55,1;10,7;51,5;325,093;365,7082;431,4506
304;2;0,9804;0,8878;12,9412;26,0727;18,3339;1;1;7;0;1;23,7;14,2;14,5;8,3;91,2;349,1381;471,2465;394,1528
305;2;0,9707;0,4153;12,9048;25,6328;18,4091;0;4;13;4;2;24,2;8,7;39,9;22,5;52;348,1682;492,5884;375,5664
306;2;1;0,2279;13,5;23,3177;18,1969;0;1;0;4;3;3,4;41,6;104,8;18,6;119;331,1622;428,2999;409,5763
307;2;0,9731;0,4177;13,6875;25,173;20,5623;0;0;0;5;0;15;33,2;20,4;41,6;85,9;319,6944;400,6458;377,7926
308;2;0,7201;0,2254;12,9333;22,9865;22,0293;4;1;1;1;0;67,6;63,2;32,7;36,6;133,8;338,3183;542,912;395,7228
309;2;0,6774;0,384;12,5556;24,7766;22,7125;2;2;6;1;2;47,7;36,5;72,7;67,5;93,5;366,9232;560,1031;403,2662
310;2;0,9012;0,606;13,3;20,3442;19,9801;0;1;7;1;3;53,2;73,1;19,1;4,1;114,6;317,6129;416,4782;313,2709
311;2;0,9694;0,2981;14,2105;24,7156;17,6914;1;2;0;3;0;23,8;66,7;59;62,4;58,4;334,0069;382,6663;395,4931
312;3;0;0;13,75;18,8982;18,3968;0;1;7;5;2;150,1;193,3;18,9;202,9;400,5;347,7222;776,9228;430,1204
313;3;0;0;14,4286;27,5202;19,8822;0;0;0;0;0;85,9;100,7;46,8;144,1;203,9;346,2232;620,1943;347,8554
314;3;0;0;13,2;23,7883;22,2266;0;0;11;5;4;111,7;220,9;32;113,3;254,3;369,054;850,9889;422,339
315;3;0;0;12,8235;25,1955;22,1194;0;2;27;2;4;84,9;213,5;32;58,5;321;385,5359;959,4724;348,6154
316;3;0;0;13;25,5114;18,7603;0;4;29;5;0;163,6;308;53,9;61,7;293,8;435,0924;917,4251;416,1082
317;3;0;0;13;24,6427;17,1941;0;5;25;4;1;205;303,7;27;123,9;298,7;395,8074;881,4377;402,0728
318;3;0;0;13,4667;22,2933;20,8395;3;0;3;1;0;150,2;172;13,1;148,1;80,6;317,7821;879,3176;399,7915
319;3;0;0;12,8333;23,382;17,1941;0;5;31;3;2;111,9;289,2;27;181,4;298,7;376,6298;872,5072;399,4826
320;3;0;0;13,8667;28,0951;24,0583;0;0;7;3;0;203,9;173,9;11,3;221,4;148,6;377,0496;884,2493;447,7561
321;3;0;0;13,8571;23,0017;20,4371;1;0;0;0;0;131,3;370,6;6,8;140,2;196,1;352,9462;836,851;379,6481
322;3;0;0;13,0714;27,3442;21,2113;17;0;0;2;5;111;278,3;26,5;183,7;48,1;351,2009;837,6599;412,3573
323;3;0;0;13,6429;26,3927;19,6414;2;0;0;1;1;296,6;474;48,4;241,8;403,4;336,7681;842,8813;398,5222
324;3;0;0;13,9286;23,8249;19,396;0;0;0;0;0;55,3;771,7;4,6;331,6;284,5;355,712;858,8412;374,9101
325;3;0;0;13,5714;21,8166;19,3514;0;0;0;0;0;118,3;528,8;12,7;193,5;157,5;313,0445;830,5326;332,3592
326;3;0;0,001;13,9286;24,8026;20,6547;7;0;0;0;0;149,9;546,4;19,5;140,1;172,9;356,4418;833,4853;348,6348
327;3;0;0;13,8667;28,2082;24,0583;0;1;7;3;0;163,6;186,3;11,3;221,4;148,6;391,19;884,1031;426,3358
328;3;0;0;13,8667;20,4414;17,8869;0;0;0;0;0;226,6;353,8;7,8;193,6;202,8;376,8394;818,3405;374,4097
329;3;0;0;13,7333;23,672;20,4371;1;0;0;0;0;101,9;371,8;6,8;142,8;196,1;362,1942;841,1854;349,3422
330;3;0;0;13;27,1031;21,2113;16;0;0;2;5;90,4;278,3;26,5;321,3;48,1;373,7758;834,8306;387,7787
331;3;0;0;13,5714;25,9716;19,6414;2;0;0;1;1;191,3;479,4;48,4;368,3;403,4;324,553;818,7541;412,0715
332;3;0;0;13,7143;24,395;19,396;0;0;0;0;0;206,8;578,1;4,6;375;284,5;330,2676;835,1014;373,2599
333;3;0;0;13,5;22,5054;19,3514;0;0;0;0;0;122,8;517,3;12,7;216,8;157,5;305,0039;796,8888;308,9794
334;3;0;0;13,7857;25,1928;20,6547;6;0;0;0;0;171,5;548,6;19,5;141;172,9;332,8672;823,3272;346,2275
335;3;0;0;13,6875;28,0874;24,0583;0;2;13;3;0;154,2;184;11,3;237,8;148,6;408,893;899,6749;419,7463
336;3;0;0;13,6;21,8099;17,8869;0;0;0;0;0;126,4;346,8;7,8;197,1;202,8;326,5135;845,023;367,938
337;3;0;0;13,6429;23,9486;20,4371;0;0;0;0;0;56,9;395,1;6,8;212,7;196,1;333,1321;846,1163;354,1586
338;3;0;0;13,6;23,0737;18,0932;6;0;0;0;0;175,7;334,7;1,5;265,5;170,2;323,6904;843,4606;365,9641
339;3;0;0;13,2;27,1695;21,2113;16;0;0;2;5;111;278,3;26,5;183,7;48,1;381,2389;824,4706;413,1252
340;3;0;0;13,7857;24,8609;20,4022;4;0;0;0;0;150,2;308,4;9,6;142,2;181,2;339,975;541,544;345,0834
341;3;0;0;14;24,7076;20,995;11;0;0;0;0;121,8;222,8;1,3;242,8;181,4;356,7085;496,7471;388,9231
342;3;0;0;13,6;23,0737;18,0932;3;0;0;0;0;175,7;208,3;1,5;265,5;170,2;323,6904;519,8411;365,9641
343;3;0;0;13,2;26,3195;23,9712;8;0;0;2;0;64,9;222,8;25,6;124,8;249,2;391,5799;830,2504;373,7977
344;3;0;0;13,7333;26,2612;22,4069;6;0;18;0;2;72,7;125,9;11,3;187,2;141;353,9858;906,2813;369,9695
345;3;0,0309;0;13;26,5935;23,9712;5;0;0;0;2;62;222,3;25,6;179,4;249,2;351,6044;884,9992;347,3978
346;3;0;0;13,5;23,6668;24,0221;5;2;37;4;0;47;228,3;14,3;158,9;142,7;361,6679;999,4972;444,8678
347;3;0;0;13;22,0901;22,4006;4;0;13;0;2;87;168,6;20,9;172,6;98,4;298,881;902,1262;355,3103
348;3;0;0;13,8;27,0032;22,4069;8;0;12;2;0;71,6;126,6;11,3;186,9;141;353,3353;879,0692;385,2688
349;3;0;0;14,1333;24,103;23,8016;6;0;2;4;2;27,3;137,4;75;212,6;134,6;362,8314;807,62;470,0347
350;3;0;0;13,8667;23,7497;19,816;0;0;2;0;2;68,6;200,4;16,5;181,1;149,8;390,7192;889,7486;430,5715
351;3;0;0;13,9333;27,2057;22,7909;4;0;2;0;1;76,2;224,1;16,7;103,9;265;402,5066;919,8227;405,1843
352;3;0;0;13,8667;24,2666;19,816;0;0;2;0;2;108,7;160,3;16,5;181,1;149,8;396,167;897,4584;420,6229
353;3;0;0;13,2857;24,7169;23,038;0;0;1;0;0;244;326,7;59,8;219,7;326,7;306,5569;745,9502;327,7775
354;3;0;0;13,8462;27,7881;23,1166;1;0;0;0;0;98,2;274,1;26,6;171,5;307;331,9736;787,3211;367,0729
355;3;0;0;13,8462;25,1499;22,0661;0;0;0;0;0;102,7;228,3;0,5;143,7;198,7;330,7622;752,4932;375,0059
356;3;0;0;13,7692;28,0988;22,9669;9;0;0;0;0;125,6;275,6;42,7;110,7;284,6;325,9271;770,7647;365,4608
357;3;0;0;13,9286;27,4069;22,7909;3;0;2;0;1;86,9;213,4;16,7;105,6;265;369,054;956,1298;403,5769
358;3;0;0;13,7857;25,0822;22,2444;4;0;0;0;0;140,2;242,6;45,9;213,5;154,6;365,8064;798,4559;337,3452
359;3;0,0213;0;13;28,1543;21,6987;2;0;0;0;0;53,4;215,3;9,4;118,6;205;344,6971;849,2515;395,0539
360;3;0;0;12,8571;24,8387;23,038;0;0;3;0;0;207,6;306,5;59,8;294,9;326,7;303,557;740,4293;326,8447
361;3;0;0;13,9231;28,0155;23,1166;1;0;0;0;0;88,8;207,3;26,6;208,2;307;336,3962;764,3927;346,5472
362;3;0;0;13,9231;25,3923;22,0661;0;0;0;0;0;93,5;276,2;0,5;194,1;198,7;332,1284;706,2664;360,7402
363;3;0;0;13,9231;28,3061;22,9669;6;0;0;0;0;118,2;275,9;42,7;160,6;284,6;339,4267;747,805;342,873
364;3;0;0;13,8571;27,7115;22,7909;0;0;4;0;1;66,4;165,2;16,7;105,6;265;360,9749;945,8086;394,389
365;3;0;0;13,7143;25,002;22,2444;4;0;0;0;0;133,1;267,3;45,9;264,9;154,6;354,3152;776,7094;347,2448
366;3;0;0;13,8571;26,1443;20,6879;7;0;0;0;0;93,1;329,9;0,7;306,4;185,3;344,2745;837,7463;432,0914
367;3;0;0;13,7857;24,7259;22,9222;9;0;0;0;0;113,6;145,7;62,4;201,4;239,8;349,2994;479,3832;354,9089
368;3;0;0;13,9231;28,4804;24,8232;16;0;0;0;0;118,2;82,5;19;167,3;268,8;341,1443;455,8536;327,2695
369;3;0;0;13,7143;25,6709;23,4106;19;0;0;0;0;164,5;75,3;58,2;185,3;160,2;352,7982;480,5438;378,8197
370;3;0;0;13,8571;26,1443;20,6879;5;0;0;0;0;93,1;208,2;0,7;306,4;185,3;344,2745;529,7314;432,0914
371;3;0;0;13,3529;28,6567;21,3896;0;1;22;3;0;167,1;142,6;47,5;75,4;181,3;410,6624;891,8874;408,6007
372;3;0;0;13,7857;27,1978;24,2418;0;0;8;0;0;162,5;307,5;13,1;129,6;168,3;364,9846;903,7195;410,8957
373;3;0;0;13,8;27,3094;24,2418;0;0;13;0;0;162,5;309,5;13,1;134,1;168,3;382,6973;935,7898;408,7177
374;3;0;0;13,8;26,6443;24,2418;0;0;13;0;0;106,6;259,7;13,1;196,1;168,3;379,1398;914,2207;393,3007
375;3;0;0;13,2353;27,0297;21,6042;0;2;20;0;0;115;235,2;27,6;88,8;156,1;382,0943;830,1074;360,2686
376;3;0;0,1806;13,3571;24,1418;24,0908;10;0;0;0;2;236,4;103,6;15,9;101,9;137,5;346,5432;845,9665;391,27
377;3;0;0;13,0625;26,2066;21,6042;0;2;25;0;0;160;190,6;27,6;133,8;156,1;334,1207;851,3766;398,9128
378;4;0;0;13,7857;24,6546;21,488;0;0;6;0;0;10,2;101,1;52,4;14,2;73;316,769;632,3688;380,2374
379;4;0;0;13,8667;27,382;21,9258;1;0;2;1;0;63;80;43,3;7,7;124,1;326,9689;633,3786;379,2424
380;4;0,0049;0;14,15;20,7194;20,6781;0;0;7;4;2;219,8;79,5;17,9;105,5;79,7;324,1541;630,9306;356,4518
381;4;0;0;13,8571;25,2944;20,9872;5;0;0;0;0;78,2;162,4;21,9;3,7;110,6;334,5077;657,5792;343,2143
382;4;0;0;13,8667;23,4071;21,768;0;0;4;1;0;35,8;36,3;20,9;13,5;215,3;335,8012;659,146;374,7524
383;4;0,0025;0;13,4667;25,0896;21,488;0;0;10;0;0;10,2;101,1;52,4;17,3;73;337,2768;653,4925;330,8936
384;4;0,0143;0;13,9474;21,4259;20,6781;0;1;6;4;2;87,9;70,2;17,9;128,4;79,7;320,0785;635,5332;351,8017
385;4;0,0134;0,1821;13,4706;23,5704;21,9525;0;0;6;1;0;164,9;87,8;10,4;41,2;89,7;284,0465;697,442;360,6412
386;4;0;0;13,8824;18,0404;20,1354;0;0;2;0;1;109,8;82,9;21,4;89,2;55,5;267,003;634,914;361,4544
387;4;0;0;13,6667;26,0681;20,9872;5;0;0;0;0;42,9;165,1;21,9;3,7;110,6;345,7148;635,4166;341,5504
388;4;0;0;13,6667;23,1457;21,768;0;0;8;0;1;31,4;36;20,9;17,3;215,3;358,5604;688,333;361,4252
389;4;0,0384;0;13,125;25,2179;21,488;0;0;22;0;0;41,8;70,1;52,4;17,3;73;338,607;691,6129;357,5257
390;4;0;0;13,8824;19,4139;20,1354;0;0;2;0;1;108,9;99,2;21,4;89,2;55,5;266,6394;673,7594;343,6376
391;4;0;0;13,5;27,0277;20,964;5;0;1;0;0;42,4;165,2;21,9;5,2;111,9;315,5004;728,3758;340,9708
392;4;0,0414;0;12,5625;26,1708;21,3706;0;0;40;0;0;43,5;126,6;52,4;13;77,3;302,7848;803,5074;366,6694
393;4;0;0;14,625;20,9163;19,0501;1;0;0;0;2;21,9;60,6;3,3;79,6;82,9;359,8344;701,3513;335,1269
394;4;0;0;13,8421;21,9196;20,0952;2;0;3;3;3;76,9;94,2;1,8;115;51,9;337,1749;405,6016;362,322
395;4;0;0;13,8421;24,0496;20,2747;0;2;16;1;0;16,6;80,9;33,8;0;83,6;309,1352;681,5941;380,956
